@relation activity_recognition_labeled

@attribute "X8" numeric
@attribute "Z3" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "YSTANDDEV" numeric
@attribute class{ "Sitting" , "Active" }

@data
0.11,0.1,-2.23,1690,1285.71,9.92,?
0.1,0.16,-1.95,1800,2075,9.91,?
0.09,0.13,-1.66,2450,1700,9.47,?
0.09,0.12,-2.09,4675,833.33,9.95,?
0.1,0.15,-2.05,550,900,9.99,?
0.09,0.08,-2.43,3375,2050,10.57,?
0.04,0.05,-2.73,2450,1000,10.32,?
0.08,0.12,-2.59,1675,1900,10.25,?
0.09,0.05,-2.57,4125,816.67,10.56,?
0.07,0.08,-2.37,1700,3250,10.47,?
0.05,0.08,-2.58,2016.67,1570,9.86,?
0.06,0.12,-2.59,1350,855,10.36,?
0.09,0.09,-2.35,2250,955.56,9.67,?
0.09,0.1,-2.68,2575,4775,9.64,?
0.07,0.12,-2.23,650,837.5,10.29,?
0.06,0.09,-2.21,2350,2137.5,10.11,?
0.09,0.09,-2.02,3050,2016.67,10.64,?
0.07,0.06,-2.34,1875,983.33,10.5,?
0.07,0.07,-1.99,3400,1228.57,10,?
0.02,0.06,-0.13,1325,1583.33,7.22,?
0.15,0.1,0.22,575,1200,5.66,?
0.12,0.12,-0.36,4125,4125,4.76,?
0.12,0.12,-0.49,3500,3500,5.04,?
0.09,0.11,-0.2,575,1100,4.73,?
0.06,0.07,-0.22,800,2275,4.22,?
0.06,0.1,-0.27,1950,1725,4.09,?
0.06,0.07,0.55,2550,1133.33,3.92,?
0.06,0.08,0.48,3125,2350,4.31,?
0.1,0.11,-0.02,2266.67,1300,4.01,?
0.12,0.14,0.07,1475,4325,4.28,?
0.16,0.09,-0.71,3350,1950,4.19,?
0.08,0.08,0.68,525,525,5.47,?
0.12,0.1,0.45,1125,1175,4.78,?
0.08,0.13,0.21,2816.67,3625,5.04,?
0.08,0.14,-0.09,4850,4475,4.37,?
0.1,0.08,0.33,800,3925,4.42,?
0.12,0.09,0.39,625,1325,4.19,?
0.06,0.06,0.17,2725,4275,4.47,?
0.04,0.09,0.61,583.33,1650,4.12,?
0.08,0.09,0.51,600,400,3.81,?
0.11,0.15,0.31,575,2050,4.07,?
0.12,0.17,0.28,625,2275,3.94,?
0.15,0.1,0.53,3825,4450,3.98,?
0.1,0.05,0.28,2225,2050,6.06,?
0.06,0.11,0.82,2283.33,3675,3.98,?
0.1,0.08,0.23,1237.5,2725,4.09,?
0.13,0.1,-0.24,1525,4275,3.81,?
0.15,0.11,0.38,1900,2850,4.03,?
0.08,0.09,-0.29,2625,1200,5.08,?
0.05,0.04,1.29,300,2625,5.95,?
0.11,0.05,0.37,2975,2350,5.28,?
0.12,0.13,0.41,600,1150,4.42,?
0.14,0.13,0.26,3700,3750,4.44,?
0.09,0.17,0.19,2525,3975,4.05,?
0.02,0.03,-0.27,200,566.67,7.83,?
0.12,0.06,-0.44,2725,1675,3.96,?
0.13,0.15,-0.83,1316.67,2925,4.14,?
0.11,0.11,-1.09,1770,1130,3.98,?
0.12,0.05,-1.07,1450,2666.67,4.02,?
0.09,0.05,-1.09,1250,1816.67,3.83,?
0.11,0.07,-1.02,1085.71,1235.71,4.22,?
0.15,0.09,-1.01,1050,2650,4.24,?
0.14,0.12,-0.99,2200,2933.33,4.26,?
0.13,0.1,-0.91,1466.67,1740,4.28,?
0.09,0.09,-1.04,1012.5,2900,4.31,?
0.09,0.08,-1.23,2475,3750,4.29,?
0.07,0.07,-1.06,1360,2483.33,4.71,?
0.1,0.06,-1.1,2183.33,1625,4.51,?
0.08,0.11,-0.99,1380,1125,3.7,?
0.12,0.12,-0.88,2187.5,2266.67,4.03,?
0.11,0.1,-1,1264.29,1340,4.4,?
0.12,0.09,-1.08,1650,4425,4.47,?
0.09,0.1,-1.04,1750,3250,4.09,?
0.11,0.07,-0.8,1720,1675,4.38,?
0.12,0.1,-1.12,1937.5,2950,4.28,?
0.11,0.1,-0.91,1366.67,2583.33,3.86,?
0.13,0.1,-0.96,1441.67,2250,4.14,?
0.1,0.1,-0.85,1666.67,2316.67,3.94,?
0.08,0.13,-0.93,950,1112.5,4.13,?
0.08,0.12,-0.79,1350,1860,3.6,?
0.09,0.11,-0.7,1600,2175,3.55,?
0.05,0.12,-0.72,1700,2825,3.89,?
0.1,0.15,-0.95,1316.67,3375,3.8,?
0.1,0.13,-0.51,1712.5,2062.5,4.09,?
0.05,0.09,-0.5,1083.33,1133.33,4.34,?
0.07,0.12,-2.59,567.65,3066.67,8.26,?
0.13,0.12,-1.96,477.5,3825,9,?
0.12,0.08,-2.88,421.74,1900,9.28,?
0.1,0.09,-1.47,393.75,3016.67,9.51,?
0.04,0.05,-0.54,360,983.33,10.55,?
0.13,0.12,-2.18,925,2600,3.56,?
0.1,0.15,-1.89,2525,3150,3.91,?
0.09,0.08,-1.96,3150,2966.67,4.08,?
0.07,0.09,-0.97,1070,1225,3.89,?
0.08,0.05,-0.77,633.33,200,5.39,?
0.05,0.05,-0.92,1900,2050,5.7,?
0.11,0.12,-1.98,3675,2250,3.89,?
0.12,0.05,-1.54,3475,850,3.69,?
0.11,0.12,-1.89,2975,2700,3.85,?
0.08,0.13,-2,2900,3150,4.26,?
0.02,0,0.04,175,250,9.44,?
0.17,0.09,-1.48,700,3250,3.58,?
0.13,0.13,-1.87,2350,3000,3.55,?
0.11,0.09,-1.91,1212.5,4225,3.29,?
0.08,0.1,-1.64,1583.33,1875,3.2,?
0.09,0.13,-1.74,2775,2600,3,?
0.09,0.09,-0.04,2450,450,3.57,?
0,0,1.39,?,233.33,2.24,?
0,0.45,-6.87,?,?,0.14,?
0,0.13,-6.75,?,?,0.19,?
0,0.03,-6.69,?,?,0.08,?
0,0.02,-6.65,?,?,0.05,?
0.24,0.02,-7.86,?,?,0.22,?
0.42,0,-6.43,?,?,1.95,?
0,0,-1.29,?,?,2.95,?
0.12,0.1,-6.36,860,575,6.43,?
0.07,0.14,-5.96,1150,2766.67,6.39,?
0.05,0.13,-6.04,1566.67,2000,6.32,?
0.08,0.12,-5.88,1150,3375,6.94,?
0.1,0.07,-5.2,754.17,2875,7.3,?
0.1,0.16,-6.1,1870,3200,6.83,?
0.12,0.11,-6.17,1200,2225,7.06,?
0.1,0.14,-5.24,685.71,1500,7.27,?
0.09,0.08,-5.07,713.64,2275,7.23,?
0.1,0.11,-4.93,1391.67,3475,7.39,?
0.16,0.09,-5.35,1566.67,1025,7.38,?
0.13,0.09,-5.04,922.22,1225,7.49,?
0.11,0.07,-5.33,1307.14,3200,7.09,?
0.09,0.1,-4.96,654.17,1475,7.52,?
0.11,0.1,-5.08,715.38,4550,7.58,?
0.1,0.1,-5.17,555.88,2950,7.46,?
0.09,0.12,-5.31,1038.89,3425,7.21,?
0.1,0.08,-4.71,1005.56,1025,7.65,?
0.13,0.08,-4.41,795.45,2316.67,7.12,?
0.03,0.09,-4.7,730.77,2575,7.2,?
0.08,0.11,-4.4,685.71,1025,7.56,?
0.14,0.06,-5.05,850,3000,7.41,?
0.12,0.11,-4.64,800,3575,7.47,?
0.07,0.1,-5.05,940,2025,7.16,?
0.1,0.09,-5.12,1083.33,1033.33,7.17,?
0.08,0.14,-5.26,1156.25,3300,7.25,?
0.13,0.14,-5.71,850,1550,6.99,?
0.11,0.09,-5.29,875,1300,7.31,?
0.16,0.1,-5.14,781.82,1975,7.27,?
0.08,0.1,-5.04,650,3050,7.33,?
0.09,0.09,-5,1341.67,2000,7.5,?
0.13,0.1,-5.15,894.44,983.33,7.12,?
0.11,0.08,-5.47,1037.5,2975,7.06,?
0.12,0.14,-5.53,1137.5,4550,7.31,?
0.09,0.15,-4.96,1200,3475,7.25,?
0.11,0.14,-5.96,1100,3425,6.89,?
0.1,0.12,-5.81,1333.33,4525,6.91,?
0.08,0.09,-6,1107.14,1900,7.15,?
0.09,0.12,-5.46,915,2025,7.19,?
0.12,0.15,-5.66,857.14,4000,7.22,?
0.09,0.11,-5.36,970,1900,7.01,?
0.12,0.09,-5.7,827.27,2333.33,7.08,?
0.11,0.14,-5.51,779.17,1475,6.97,?
0.1,0.09,-5.6,1241.67,1775,7.02,?
0.1,0.1,-5.84,1007.14,4050,7.1,?
0.11,0.12,-5.41,795,2316.67,7.37,?
0.1,0.09,-5.57,1291.67,3050,6.92,?
0.08,0.11,-5.28,850,2500,7.38,?
0.17,0.1,-5.26,1193.75,2950,7.48,?
0.13,0.08,-5.27,878.57,2700,7.2,?
0.11,0.07,-5.37,961.11,1716.67,7.49,?
0.14,0.1,-4.41,1525,3050,7.14,?
0.09,0.1,-5.2,783.33,4550,7.07,?
0.09,0.08,-5.02,1837.5,4175,7.06,?
0.1,0.08,-5.57,700,2550,7.36,?
0.1,0.09,-5.36,733.33,2525,6.69,?
0.12,0.15,-4.94,1037.5,3650,7.19,?
0.09,0.1,-4.91,780,1850,7.66,?
0.09,0.1,-5.84,1278.57,2850,7.09,?
0.11,0.1,-5.47,1208.33,2575,7.25,?
0.11,0.1,-5.85,1050,1566.67,5.81,?
0.03,0.05,-2.64,800,?,4.56,?
0.09,0.11,0.12,?,3850,4.46,?
0.03,0.05,0.22,1866.67,2266.67,3.97,?
0.13,0.15,-1.59,2275,2175,4.23,?
0.1,0.12,-1.48,?,3525,3.96,?
0.11,0.11,-1.87,2075,3775,4.15,?
0.14,0.1,-1.97,?,2533.33,4.11,?
0.11,0.12,-2.01,2300,2416.67,4.81,?
0.02,0.01,-0.4,?,250,5.3,?
0.31,0.1,-2.64,3375,875,4.56,?
0.23,0.13,-3.21,1450,700,4.66,?
0.05,0.07,-2.84,650,625,6.34,?
0.01,0.11,-6.17,1375,2400,5.62,?
0.01,0.1,-6.03,?,3600,5.34,?
0.02,0.11,-5.85,2875,725,5.41,?
0,0,-0.14,?,?,6.39,?
0.01,0.1,-3.4,1800,1600,5.24,?
0.08,0.14,-4.19,1430,2275,4.47,?
0.09,0.08,-4.9,575,3216.67,5.32,?
0.16,0.14,-5.97,1100,3025,4.85,?
0.13,0.09,-5.86,810,1000,4.99,?
0.13,0.1,-6.5,836.36,1850,5.59,?
0.03,0,-0.25,466.67,?,2.6,?
0.17,0.12,-3.31,1291.67,3550,3.4,?
0.12,0.09,-3.27,2450,3125,3.87,?
0.15,0.14,-3.54,3275,2475,3.65,?
0.12,0.06,-4.08,3800,2550,4.07,?
0.09,0.11,-4.38,1700,600,4.06,?
0.02,0.09,-3.36,775,2300,5.81,?
0,0.06,-1.74,?,675,3.28,?
0.05,0.03,0.35,2575,225,5.25,?
0.13,0.09,-2.56,968.75,2400,5.89,?
0.1,0.13,-4.69,575,2550,3.61,?
0.08,0.14,-4.86,4050,4375,3.67,?
0.11,0.1,-4.33,1600,4175,4.27,?
0.1,0.13,-5.45,1005.56,2666.67,4.77,?
0.14,0.1,-5.94,737.5,1875,5.92,?
0.03,0.04,-2.02,537.5,900,4.63,?
0.05,0.07,-2.74,2150,1750,3.41,?
0.02,0.1,-3.87,2775,2950,3.39,?
0.08,0.12,-3.19,1375,2866.67,4.2,?
0.17,0.08,-2.24,1166.67,2175,6.57,?
0.14,0.12,-3.57,888.89,1700,4.53,?
0.12,0.12,-5.59,1062.5,2200,5.03,?
0.09,0.05,-3.99,1366.67,1875,4.11,?
0.04,0,-5.21,1680,?,0.34,?
0,0,-5.53,336.21,?,0.06,?
0.1,0.05,-6.03,275,?,0.55,?
0.45,0.03,-5.78,1250,?,0.11,?
0,0.74,-6.42,371.15,?,0.08,?
0.01,0.01,-6.75,125,?,0.21,?
0.03,0.25,-6.19,150,?,0.23,?
0.13,0.07,-4.82,238.71,?,1.44,?
0.03,0.02,0.48,2250,2200,0.59,?
0.15,0.12,0.63,1525,1025,0.41,?
0.26,0.03,0.53,1087.5,575,0.29,?
0,0.24,0.13,1200,983.33,0.13,?
0.11,0.06,0.79,1887.5,1837.5,0.5,?
0.18,0.07,0.95,2033.33,425,0.25,?
0.2,0.12,0.81,2750,116.67,0.25,?
0.21,0.06,0.96,3575,1350,0.27,?
0.1,0.06,0.92,2725,4000,0.25,?
0.06,0.11,0.57,900,700,0.36,?
0,0.15,0.22,2800,3775,0.18,?
0,0.08,-0.04,2025,4750,0.23,?
0.12,0.14,0.2,3600,4850,0.32,?
0.06,0.19,0.48,750,925,0.13,?
0.03,0.05,0.7,1400,300,4.25,?
0.11,0.1,-0.6,450,475,5.31,?
0.06,0.14,-0.82,2933.33,1683.33,5.69,?
0.09,0.11,-0.74,1525,3475,5.53,?
0.08,0.15,-0.97,2325,3225,5.74,?
0.07,0.18,-0.74,1966.67,1183.33,5.68,?
0.08,0.15,-0.84,2500,2316.67,5.75,?
0.11,0.1,-0.75,2533.33,2012.5,5.77,?
0.11,0.08,-0.98,1360,1233.33,5.95,?
0.11,0.1,-0.7,2283.33,2750,5.82,?
0.06,0.11,-0.8,1250,2575,5.83,?
0.14,0.07,-0.72,3925,1470,5.95,?
0.12,0.07,-0.86,1950,2783.33,6.04,?
0.11,0.09,-0.72,1875,2966.67,5.72,?
0.12,0.13,-0.83,1625,1625,5.64,?
0.12,0.05,-0.96,2775,2775,5.83,?
0.07,0.11,-0.87,1840,1800,5.93,?
0.11,0.08,-0.83,2175,2316.67,5.98,?
0.11,0.09,-0.97,2333.33,3725,5.9,?
0.1,0.11,-0.64,1380,1660,5.74,?
0.14,0.05,-0.76,3225,2166.67,5.8,?
0.1,0.08,-0.65,1650,1890,5.61,?
0.11,0.06,-0.79,937.5,2633.33,5.65,?
0.08,0.13,-0.58,1650,1875,5.7,?
0.12,0.1,-0.7,3325,750,5.72,?
0.14,0.1,-0.8,933.33,2825,5.66,?
0.13,0.17,-0.63,1316.67,1800,5.23,?
0.12,0.12,-0.36,2400,2250,5.28,?
0.13,0.09,-0.59,1375,1200,5.54,?
0.1,0.07,-0.56,1687.5,2900,5.48,?
0.07,0.09,-0.67,2650,3000,4.8,?
0.12,0.1,-0.71,2216.67,1625,5.36,?
0.07,0.07,-0.74,1325,1750,5.62,?
0.09,0.09,-0.73,2875,4475,5.92,?
0.04,0.05,-0.24,1000,975,7.49,?
0.06,0.07,-0.62,1500,2275,9.03,?
0.08,0.11,-0.57,1016.67,1750,8.99,?
0.08,0.1,-0.62,1216.67,4075,8.91,?
0.13,0.1,-0.59,1450,1487.5,9.06,?
0.08,0.12,-0.72,983.33,2975,9,?
0.11,0.1,-0.67,1325,3400,9.27,?
0.12,0.13,-0.48,1483.33,1483.33,8.95,?
0.11,0.13,-0.75,1475,1425,9.35,?
0.1,0.11,-0.65,2583.33,2450,9,?
0.09,0.08,-0.59,2633.33,2200,9.02,?
0.11,0.11,-0.69,1018.75,2716.67,8.84,?
0.12,0.13,-0.58,1283.33,2225,8.62,?
0.1,0.12,-0.38,1541.67,3775,8.93,?
0.12,0.07,-0.46,668.18,2200,9.13,?
0.09,0.12,-0.36,1087.5,1425,9.03,?
0.11,0.08,-0.49,2700,2950,8.9,?
0.1,0.06,-0.39,1164.29,1125,9.19,?
0.13,0.11,-0.74,1171.43,1850,9.3,?
0.09,0.08,-0.51,1900,1150,9.03,?
0.13,0.13,-0.45,1262.5,2016.67,8.95,?
0.1,0.07,-0.5,1264.29,2062.5,8.96,?
0.12,0.08,-0.41,1150,1700,9.32,?
0.09,0.12,-0.5,1880,3050,9.14,?
0.09,0.13,-0.46,892.86,3025,8.73,?
0.11,0.07,-0.63,3116.67,2750,9.05,?
0.09,0.09,-0.64,885,1500,9.17,?
0.13,0.14,-0.43,3025,1125,8.97,?
0.11,0.12,-0.68,1168.75,3050,8.65,?
0.11,0.11,-0.68,3050,1550,9.03,?
0.1,0.12,-0.59,1320,3400,9.13,?
0.05,0.07,-0.58,1650,766.67,7.57,?
0.11,0.08,-0.47,2375,1250,5.39,?
0.13,0.09,-0.54,4150,1833.33,5.47,?
0.09,0.08,-0.53,3775,4300,5.64,?
0.08,0.11,-0.83,2466.67,2300,6.04,?
0.08,0.12,-0.81,2433.33,1825,5.91,?
0.09,0.09,-1.09,2300,1600,6.17,?
0.11,0.12,-1.01,2075,2087.5,6.15,?
0.08,0.09,-1.02,1033.33,4175,5.8,?
0.08,0.13,-1.11,2700,2262.5,5.9,?
0.12,0.08,-1.18,2037.5,1800,6.02,?
0.11,0.09,-0.97,1633.33,2300,6.24,?
0.09,0.1,-1.1,1450,1216.67,6.25,?
0.07,0.1,-1.1,1056.25,2025,6.02,?
0.08,0.12,-0.77,1433.33,2325,5.91,?
0.1,0.11,-1.02,1566.67,1450,5.91,?
0.14,0.12,-0.88,2325,1900,6,?
0.12,0.09,-0.8,3575,3000,6.09,?
0.09,0.12,-0.81,1716.67,2050,5.66,?
0.08,0.11,-0.71,2062.5,2416.67,5.81,?
0.11,0.08,-0.82,2000,1780,6.06,?
0.17,0.1,-0.79,4100,2062.5,6.08,?
0.14,0.1,-0.71,2433.33,1387.5,5.77,?
0.14,0.1,-0.74,1800,1375,5.82,?
0.1,0.1,-0.85,1875,1650,5.75,?
0.09,0.12,-0.74,1575,1670,5.88,?
0.09,0.11,-0.99,2175,2700,5.52,?
0.08,0.09,-0.83,925,1550,5.15,?
0.09,0.1,-0.64,2116.67,2700,5.72,?
0.11,0.11,-0.36,2200,2200,5.45,?
0.09,0.09,-0.47,1225,4475,4.57,?
0.11,0.13,-0.35,2400,3375,5.4,?
0.11,0.12,-0.58,3325,2216.67,5.29,?
0.06,0.04,-0.16,600,950,7.91,?
0.1,0.11,0.39,1125,833.33,7.38,?
0.06,0.09,0.42,1510,1475,7.73,?
0.06,0.15,0.16,1233.33,1100,7.68,?
0.12,0.1,0.37,918.75,3300,8.06,?
0.12,0.06,0.27,2212.5,1850,8.11,?
0.08,0.09,0.09,1042.86,1200,7.94,?
0.07,0.06,0.02,1480,375,7.76,?
0.09,0.12,0.17,1487.5,2225,7.93,?
0.13,0.09,0.15,2033.33,2033.33,8.04,?
0.09,0.15,0.1,1600,2175,8.23,?
0.1,0.1,0.21,1137.5,1358.33,7.63,?
0.1,0.09,0.52,950,1466.67,7.93,?
0.08,0.12,0.26,2062.5,3800,8.2,?
0.12,0.13,0.32,2950,2275,8.13,?
0.09,0.12,0.16,2275,1283.33,7.89,?
0.12,0.12,0.4,750,1850,8.05,?
0.12,0.11,0.29,1850,3233.33,8.19,?
0.11,0.17,0.47,3250,2600,8.21,?
0.12,0.1,0.25,2650,1366.67,8.02,?
0.14,0.09,0.2,1637.5,1500,8.25,?
0.12,0.09,0.35,2516.67,1370,8.38,?
0.09,0.09,0.05,2200,1700,8.21,?
0.11,0.11,0.15,2450,1850,8.25,?
0.13,0.11,0.14,2200,975,7.92,?
0.13,0.1,0.14,1616.67,1810,8.11,?
0.12,0.08,0.26,3675,1900,8.07,?
0.11,0.07,0.22,2275,1285.71,8.04,?
0.08,0.08,0.3,3725,1475,7.77,?
0.13,0.1,0.22,2050,1825,8.18,?
0.11,0.1,0.24,737.5,1050,8.09,?
0.09,0.12,0.33,3825,3150,7.93,?
0.11,0.12,0.25,1875,1007.14,7.82,?
0.02,0.02,-0.2,425,875,8.4,?
0.08,0,-2.02,391.3,?,0.22,?
0.12,0,-1.9,484.62,?,0.07,?
0.22,0,-1.92,1310,?,0.08,?
0.12,0,-1.9,296.88,?,0.06,?
0.25,0,-1.92,243.42,?,0.05,?
0.35,0,-1.99,262.16,?,0.07,?
0.07,0,-1.5,232.26,?,2.39,?
0.03,0,8.34,?,263.89,0.12,?
0,0.38,8.2,?,287.5,0.08,?
0,0.42,8.07,?,217.86,0.07,?
0,0,7.95,?,253.95,0.05,?
0.04,0.02,8.16,?,193.75,0.15,?
0.26,0,8.38,?,239.02,0.05,?
0.29,0,8.37,?,258.11,0.04,?
0.2,0,7.31,?,241.43,0.12,?
0.14,0.08,1.41,3725,2225,5.28,?
0.1,0.09,1.03,1925,3400,5.35,?
0.1,0.13,0.69,3375,3200,5.01,?
0.07,0.11,0.7,2000,2850,5.06,?
0.09,0.11,0.98,1466.67,3125,4.78,?
0.07,0.02,0.16,900,800,7.53,?
0.11,0.08,-2.56,1325,2375,3.8,?
0.08,0.09,-2.45,3025,3950,4.08,?
0.11,0.1,-2.73,2062.5,2100,3.83,?
0.07,0.08,-1.66,800,1450,6.18,?
0.05,0.07,-2.35,583.33,2416.67,5.52,?
0.16,0.09,-2,3050,3075,4.67,?
0.08,0.14,-2.17,1100,1375,4.49,?
0.1,0.13,-2.06,2166.67,950,4.47,?
0.12,0.1,-1.53,2800,3100,4.53,?
0.08,0.11,1.36,2475,1114.29,3.67,?
0.09,0.12,0.97,2775,2383.33,3.84,?
0.13,0.09,0.99,1550,2600,4.5,?
0.06,0.06,0.58,1050,1550,5.89,?
0.12,0.11,-2.08,3250,1375,4.8,?
0.07,0.13,-2.09,550,1683.33,4.74,?
0.11,0.12,-1.9,4000,1850,4.24,?
0.11,0.07,-2.13,683.33,3675,4.77,?
0.04,0.01,-0.28,825,150,7.44,?
0.09,0.11,-1.99,1600,1975,4.13,?
0.11,0.09,-2.09,1712.5,2500,3.92,?
0.13,0.14,-1.96,4700,2275,4.29,?
0.03,0.02,-0.57,1225,700,5.53,?
0.09,0.04,-1.88,1916.67,3183.33,5.64,?
0.12,0.11,-1.7,2050,1416.67,4.62,?
0.12,0.1,-1.77,3275,4750,4.97,?
0.09,0.09,-1.18,3475,2033.33,5.06,?
0.06,0.13,-1.22,1225,1250,5.4,?
0.07,0.11,-1.89,3050,2450,3.96,?
0.12,0.08,-1.75,2237.5,2275,5.09,?
0.1,0.1,-1.76,3675,2133.33,4.16,?
0.05,0.06,-0.83,875,1550,7.28,?
0.11,0.06,-0.26,1562.5,2700,4.35,?
0.08,0.1,-0.63,2033.33,1033.33,4.41,?
0.07,0.09,-0.52,1116.67,4500,4.65,?
0.06,0.14,-0.39,1600,1962.5,4.51,?
0.08,0.09,-0.41,1675,1900,4.58,?
0.07,0.09,-0.47,2150,1987.5,4.54,?
0.05,0.11,-0.42,1900,1150,4.77,?
0.06,0.08,-0.53,1800,2200,4.84,?
0.05,0.11,-0.31,2212.5,2966.67,4.67,?
0.04,0.07,-0.6,1933.33,2750,4.7,?
0.04,0.09,-0.35,2775,2550,4.84,?
0.05,0.07,-0.54,3900,2616.67,4.58,?
0.09,0.07,-0.36,3475,3325,4.71,?
0.07,0.09,-0.38,2400,2583.33,4.51,?
0.07,0.07,-0.52,1133.33,2533.33,4.54,?
0.1,0.14,-0.13,1100,1675,4.16,?
0.08,0.11,-0.2,1700,2650,4.59,?
0.07,0.11,-0.06,1962.5,1125,4.22,?
0.1,0.1,-0.04,2775,1866.67,4.64,?
0.11,0.13,-0.41,2800,2825,4.08,?
0.12,0.08,-0.11,1683.33,2266.67,4.02,?
0.1,0.12,-0.32,1750,2875,4.13,?
0.06,0.13,-0.3,1900,2287.5,4.58,?
0.08,0.1,-0.27,950,2266.67,4.04,?
0.12,0.06,-0.49,1333.33,1850,4.6,?
0.09,0.1,-0.4,2800,3900,4.71,?
0.1,0.11,-0.32,837.5,1675,4.47,?
0.1,0.12,-0.36,1300,2225,4.55,?
0.06,0.1,-0.29,1533.33,1916.67,4.13,?
0.05,0.09,-0.39,2900,3450,4.1,?
0.12,0.11,0.07,3083.33,4050,4.37,?
0.13,0.15,-0.11,1175,1725,4.24,?
0.1,0.14,-0.49,2783.33,2850,4.46,?
0.13,0.1,0.12,850,1916.67,4.28,?
0.11,0.07,-0.33,1600,1750,4.31,?
0.05,0.09,-0.27,2850,2850,5.01,?
0.1,0.05,-0.22,1983.33,2175,4.7,?
0.1,0.11,-0.46,733.33,2200,4.96,?
0.13,0.11,-0.43,1200,2583.33,4.73,?
0.15,0.07,-0.44,2025,3825,4.76,?
0.1,0.12,-0.35,550,2216.67,4.74,?
0.12,0.05,-0.46,1062.5,1375,4.72,?
0.14,0.08,-0.31,2750,3875,4.74,?
0.14,0.07,-0.34,2583.33,1925,4.59,?
0.17,0.08,-0.32,1166.67,2283.33,4.3,?
0.16,0.1,0,2250,1570,4.48,?
0.22,0.14,-0.22,2375,3975,4.24,?
0.17,0.17,-0.39,1637.5,2566.67,3.14,?
0.15,0.12,-0.45,1760,2183.33,3.41,?
0.13,0.11,-0.2,1483.33,1937.5,3.63,?
0.18,0.11,-0.18,1925,2183.33,3.62,?
0.18,0.12,-0.17,1540,2583.33,3.47,?
0.13,0.12,-0.08,2583.33,2225,3.16,?
0.1,0.07,0.12,1100,1075,4.31,?
0.16,0.09,-0.18,525,1630,9.08,?
0.03,0.12,-1.09,2983.33,1350,9.92,?
0.19,0.11,-2.09,1100,2383.33,8.58,?
0.16,0.13,-2.17,3300,1100,7.37,?
0.1,0.17,-1.1,3375,4100,7.27,?
0.09,0.12,-1.67,1966.67,2200,8.19,?
0.08,0.1,-1.45,2325,2950,8.18,?
0.06,0.1,-1.47,2475,1883.33,7.86,?
0.13,0.09,-1.31,1125,1616.67,7.79,?
0.11,0.1,-1.29,3500,1360,8.55,?
0.09,0.11,-1.68,2700,2616.67,7.6,?
0.12,0.07,-1.36,2200,1775,7.98,?
0.08,0.09,-2.05,1287.5,2483.33,8.24,?
0.08,0.12,-1.54,2433.33,4250,8.06,?
0.14,0.11,-1.56,1775,1200,7.89,?
0.11,0.09,-1.64,1700,2000,8.18,?
0.1,0.05,-1.62,3475,1925,8.08,?
0.13,0.09,-1.38,3725,3325,8.17,?
0.09,0.09,-1.97,1450,1425,7.98,?
0.08,0.08,-1.94,712.5,1425,7.99,?
0.09,0.07,-1.66,2875,1900,8,?
0.08,0.09,-1.93,964.29,750,8.07,?
0.1,0.12,-2.05,1233.33,3075,7.51,?
0.1,0.11,-1.34,1150,2300,7.3,?
0.07,0.12,-1.35,4175,1370,7.66,?
0.06,0.09,-0.62,762.5,2150,6.91,?
0.09,0.13,-0.07,1466.67,1483.33,4.31,?
0.03,0.05,0.44,1800,1025,4.12,?
0.07,0.08,0.82,3900,1675,4.08,?
0.05,0.07,0.49,3275,2566.67,4.41,?
0.06,0.08,0.45,1580,1675,4.27,?
0.06,0.08,0.16,2800,2225,4.27,?
0.07,0.1,0.45,4450,3325,4.05,?
0.06,0.12,0.29,4000,2850,3.64,?
0.06,0.05,0.44,2550,2950,3.94,?
0.08,0.13,0.22,2983.33,1150,4.29,?
0.08,0.06,0.33,1637.5,2175,4.57,?
0.05,0.08,0.08,3825,2183.33,4.08,?
0.07,0.1,0.43,2750,1350,4.24,?
0.05,0.09,0.42,2033.33,1675,4.13,?
0.09,0.05,0.57,2450,1960,4.61,?
0.1,0.04,0.15,1950,2225,4.34,?
0.09,0.13,-0.06,2225,3350,4.16,?
0.11,0.09,0.08,1875,3450,3.96,?
0.2,0.14,-0.02,1825,2225,3.88,?
0.18,0.11,-0.05,2933.33,1816.67,3.86,?
0.16,0.09,-0.14,2800,2250,3.59,?
0.21,0.13,0.29,2200,2650,3.71,?
0.11,0.13,-0.38,4525,3425,3.38,?
0.05,0.14,0.03,2150,2500,4.23,?
0.13,0.11,-0.21,2200,2750,4.06,?
0.15,0.07,-0.09,1560,1833.33,4,?
0.13,0.11,-0.04,1912.5,1100,3.96,?
0.12,0.14,-0.03,1675,1662.5,3.7,?
0.18,0.14,-0.19,2975,1150,3.07,?
0.14,0.1,-0.25,2000,3450,3.48,?
0.03,0.03,1.19,300,1825,5.29,?
0.08,0.07,0.09,736.36,1416.67,8.83,?
0.1,0.05,-1.83,438.1,2100,7.79,?
0.08,0.08,-2.08,532.35,3125,7.61,?
0.08,0.15,-2.07,482.5,2450,7.96,?
0.09,0.13,-2.21,404.35,2783.33,8.18,?
0.11,0.12,-1.98,481.58,1800,7.8,?
0.11,0.09,-1.79,454.76,1875,7.78,?
0.1,0.05,-1.16,480,1875,7.55,?
0.12,0.09,-2.26,475,3300,8.06,?
